datetime,temp_deep,light_deep,temp_shallow,light_shallow
2/24/25 10:30,4.2,895.04,3,2499.2
2/24/25 10:45,4.29,1095.36,3.82,3200
2/24/25 11:00,4.33,1283.52,3.69,3799.04
2/24/25 11:15,4.24,1290.56,4.2,4656.64
2/24/25 11:30,4.29,1089.28,3.04,4267.52
2/24/25 11:45,4.24,1172.8,3.09,3895.04
2/24/25 12:00,4.24,1279.36,2.87,5039.36
2/24/25 12:15,4.24,1309.12,3.9,4697.6
2/24/25 12:30,4.24,1298.88,3.77,4206.08
2/24/25 12:45,4.24,1370.24,3.6,4038.4
2/24/25 13:00,4.29,1065.28,3.56,2083.84
2/24/25 13:15,4.29,1064.64,3.6,2195.2
2/24/25 13:30,4.24,890.56,4.16,2906.88
2/24/25 13:45,4.24,1004.8,4.16,3248.64
2/24/25 14:00,4.33,981.76,4.2,4069.12
2/24/25 14:15,4.29,1310.72,4.24,4865.28
2/24/25 14:30,4.37,912.32,4.29,3526.4
2/24/25 14:45,4.42,689.92,4.29,1964.8
2/24/25 15:00,4.37,646.56,4.29,1754.24
2/24/25 15:15,4.37,528.48,4.29,2169.6
2/24/25 15:30,4.37,447.04,4.16,995.84
2/24/25 15:45,4.33,435.04,4.24,1343.36
2/24/25 16:00,4.37,356.48,4.29,1031.04
2/24/25 16:15,4.33,314.72,4.29,1138.56
2/24/25 16:30,4.37,275.28,4.24,948.8
2/24/25 16:45,4.37,155.56,4.29,527.84
2/24/25 17:00,4.42,80.34,3.94,254.56
2/24/25 17:15,4.42,31.11,3.56,92.56
2/24/25 17:30,4.46,6.81,3.43,20.34
2/24/25 17:45,4.42,0.21,3.52,1.92
2/24/25 18:00,4.46,0,3.69,0
2/24/25 18:15,4.46,0,4.12,0
2/24/25 18:30,4.37,0,4.16,0
2/24/25 18:45,4.37,0,4.16,0
2/24/25 19:00,4.37,0,4.07,0
2/24/25 19:15,4.33,0,3.77,0
2/24/25 19:30,4.37,0,3.56,0
2/24/25 19:45,4.29,0,3.6,0
2/24/25 20:00,4.37,0,3.73,0
2/24/25 20:15,4.37,0,3.73,0
2/24/25 20:30,4.2,0,3.86,0
2/24/25 20:45,4.24,0,3.77,0
2/24/25 21:00,3.94,0,3.6,0
2/24/25 21:15,3.94,0,3.56,0
2/24/25 21:30,4.29,0,3.52,0
2/24/25 21:45,4.16,0,3.47,0
2/24/25 22:00,3.73,0,3.43,0
2/24/25 22:15,3.99,0,3.43,0
2/24/25 22:30,3.9,0,3.47,0
2/24/25 22:45,4.03,0,3.52,0
2/24/25 23:00,4.24,0,3.47,0
2/24/25 23:15,4.29,0,3.52,0
2/24/25 23:30,3.82,0,3.52,0
2/24/25 23:45,3.69,0,3.56,0
2/25/25 0:00,4.16,0,3.56,0
2/25/25 0:15,4.29,0,3.52,0
2/25/25 0:30,4.29,0,3.6,0
2/25/25 0:45,4.24,0,3.73,0
2/25/25 1:00,4.29,0,4.03,0
2/25/25 1:15,4.33,0,4.07,0
2/25/25 1:30,4.33,0,4.12,0
2/25/25 1:45,4.33,0,4.24,0
2/25/25 2:00,4.2,0,3.99,0
2/25/25 2:15,4.16,0,3.99,0
2/25/25 2:30,4.12,0,4.03,0
2/25/25 2:45,4.16,0,3.82,0
2/25/25 3:00,4.07,0,3.73,0
2/25/25 3:15,3.99,0,3.64,0
2/25/25 3:30,3.94,0,3.82,0
2/25/25 3:45,3.9,0,3.73,0
2/25/25 4:00,4.03,0,3.77,0
2/25/25 4:15,4.12,0,3.9,0
2/25/25 4:30,4.03,0,3.94,0
2/25/25 4:45,3.99,0,3.9,0
2/25/25 5:00,4.07,0,3.9,0
2/25/25 5:15,3.99,0,3.82,0
2/25/25 5:30,3.86,0,3.82,0
2/25/25 5:45,3.86,0,3.77,0
2/25/25 6:00,3.99,0,3.77,0
2/25/25 6:15,4.12,1.06,3.77,5.12
2/25/25 6:30,4.33,11.29,4.03,22.9
2/25/25 6:45,4.33,38.84,3.9,152.56
2/25/25 7:00,4.29,81.18,3.94,191.92
2/25/25 7:15,4.42,128.16,4.07,382.24
2/25/25 7:30,4.5,171.76,4.16,488.64
2/25/25 7:45,4.37,266.8,4.12,506.56
2/25/25 8:00,4.07,307.04,3.94,698.56
2/25/25 8:15,4.2,374.4,3.99,1414.4
2/25/25 8:30,4.37,448.96,4.07,1103.68
2/25/25 8:45,4.33,578.72,3.99,1914.88
2/25/25 9:00,4.24,536.16,3.94,2078.72
2/25/25 9:15,4.16,724.16,3.94,2973.44
2/25/25 9:30,4.03,808.96,3.94,3118.08
2/25/25 9:45,4.03,952,3.99,2140.16
2/25/25 10:00,4.07,1111.36,4.03,3057.92
2/25/25 10:15,4.07,1196.8,3.99,4776.96
2/25/25 10:30,4.07,1541.76,3.99,6558.72
2/25/25 10:45,4.07,1259.84,4.03,4144.64
2/25/25 11:00,4.12,1836.16,4.12,8145.92
2/25/25 11:15,4.12,1501.44,4.07,7065.6
2/25/25 11:30,4.2,1744.64,4.16,8145.92
2/25/25 11:45,4.29,1045.76,4.16,8048.64
2/25/25 12:00,4.33,1768.32,4.29,8747.52
2/25/25 12:15,4.33,2060.8,4.29,9369.6
2/25/25 12:30,4.16,2016.64,4.24,8896
2/25/25 12:45,4.07,2280.96,4.12,10344.96
2/25/25 13:00,4.03,1824,4.07,7797.76
2/25/25 13:15,4.03,1943.04,4.07,8212.48
2/25/25 13:30,4.2,1577.6,4.03,4746.24
2/25/25 13:45,4.2,1564.8,4.07,7590.4
2/25/25 14:00,4.33,1301.44,4.2,6771.2
2/25/25 14:15,4.37,1129.28,4.29,4462.08
2/25/25 14:30,4.24,858.24,4.24,2981.12
2/25/25 14:45,4.2,1217.28,4.2,3929.6
2/25/25 15:00,4.29,578.72,4.07,1947.52
2/25/25 15:15,4.16,754.24,4.07,2740.48
2/25/25 15:30,4.33,606.88,4.16,3100.16
2/25/25 15:45,4.46,397.6,4.33,2062.08
2/25/25 16:00,4.42,189.84,4.33,1147.84
2/25/25 16:15,4.33,116.24,4.37,443.36
2/25/25 16:30,4.37,95.68,4.29,288.08
2/25/25 16:45,4.37,78.64,4.29,284.64
2/25/25 17:00,4.46,91.4,4.29,292.32
2/25/25 17:15,4.46,42.3,4.33,137.08
2/25/25 17:30,4.5,10.01,4.33,24.82
2/25/25 17:45,4.46,0.63,4.33,2.56
2/25/25 18:00,4.46,0,4.42,0
2/25/25 18:15,4.5,0,4.37,0
2/25/25 18:30,4.46,0,4.33,0
2/25/25 18:45,4.42,0,4.37,0
2/25/25 19:00,4.46,0,4.37,0
2/25/25 19:15,4.46,0,4.37,0
2/25/25 19:30,4.42,0,4.29,0
2/25/25 19:45,4.37,0,4.29,0
2/25/25 20:00,4.54,0,4.29,0
2/25/25 20:15,4.5,0,4.37,0
2/25/25 20:30,4.59,0,4.37,0
2/25/25 20:45,4.54,0,4.33,0
2/25/25 21:00,4.5,0,4.29,0
2/25/25 21:15,4.33,0,4.24,0
2/25/25 21:30,4.33,0,4.24,0
2/25/25 21:45,4.29,0,4.2,0
2/25/25 22:00,4.29,0,4.16,0
2/25/25 22:15,4.16,0,4.12,0
2/25/25 22:30,4.16,0,4.12,0
2/25/25 22:45,4.12,0,4.03,0
2/25/25 23:00,4.16,0,3.99,0
2/25/25 23:15,4.12,0,3.99,0
2/25/25 23:30,4.2,0,4.07,0
2/25/25 23:45,4.16,0,4.12,0
2/26/25 0:00,4.16,0,4.12,0
2/26/25 0:15,4.16,0,4.03,0
2/26/25 0:30,3.94,0,3.99,0
2/26/25 0:45,3.99,0,3.9,0
2/26/25 1:00,3.9,0,3.77,0
2/26/25 1:15,3.86,0,3.73,0
2/26/25 1:30,3.9,0,3.73,0
2/26/25 1:45,4.12,0,3.86,0
2/26/25 2:00,4.42,0,4.2,0
2/26/25 2:15,4.42,0,4.33,0
2/26/25 2:30,4.42,0,4.33,0
2/26/25 2:45,4.42,0,4.33,0
2/26/25 3:00,4.46,0,4.33,0
2/26/25 3:15,4.42,0,4.33,0
2/26/25 3:30,4.37,0,4.24,0
2/26/25 3:45,4.42,0,4.29,0
2/26/25 4:00,4.46,0,4.37,0
2/26/25 4:15,4.46,0,4.37,0
2/26/25 4:30,4.46,0,4.37,0
2/26/25 4:45,4.5,0,4.33,0
2/26/25 5:00,4.42,0,4.33,0
2/26/25 5:15,4.42,0,4.33,0
2/26/25 5:30,4.42,0,4.37,0
2/26/25 5:45,4.54,0,4.42,0
2/26/25 6:00,4.5,0,4.33,0
2/26/25 6:15,4.5,4.9,4.46,9.85
2/26/25 6:30,4.54,38.84,4.46,71.96
2/26/25 6:45,4.54,91.4,4.46,142.32
2/26/25 7:00,4.5,155.56,4.46,237.44
2/26/25 7:15,4.5,245.44,4.42,350.56
2/26/25 7:30,4.54,349.6,4.42,194.72
2/26/25 7:45,4.54,441.28,4.42,410.4
2/26/25 8:00,4.54,583.84,4.46,778.88
2/26/25 8:15,4.5,704.32,4.42,652.96
2/26/25 8:30,4.63,848.96,4.46,757.44
2/26/25 8:45,4.59,1022.72,4.54,1822.72
2/26/25 9:00,4.63,1156.8,4.54,928.32
2/26/25 9:15,4.59,1312.64,4.54,2591.36
2/26/25 9:30,4.5,1461.76,4.54,4085.76
2/26/25 9:45,4.54,1562.88,4.5,2318.08
2/26/25 10:00,4.5,1582.08,4.54,3169.28
2/26/25 10:15,4.46,1721.6,4.59,4953.6
2/26/25 10:30,4.46,1907.2,4.63,8240.64
2/26/25 10:45,4.5,2030.08,4.63,8814.08
2/26/25 11:00,4.37,2170.24,4.63,9832.96
2/26/25 11:15,4.37,2234.88,4.63,9804.8
2/26/25 11:30,4.42,2316.8,4.59,9894.4
2/26/25 11:45,4.37,2355.84,4.5,10664.96
2/26/25 12:00,4.37,2514.56,4.5,10562.56
2/26/25 12:15,4.37,2682.88,4.5,9935.36
2/26/25 12:30,4.5,2848,4.54,10547.2
2/26/25 12:45,4.46,2596.48,4.59,10380.8
2/26/25 13:00,4.29,2257.28,4.37,8760.32
2/26/25 13:15,4.24,2090.24,4.2,8972.8
2/26/25 13:30,4.12,1861.76,4.12,8437.76
2/26/25 13:45,4.12,1774.72,4.12,7119.36
2/26/25 14:00,4.16,1657.6,4.16,6942.72
2/26/25 14:15,4.2,1523.84,4.16,6156.8
2/26/25 14:30,4.29,1175.36,4.16,5946.88
2/26/25 14:45,4.42,1050.24,4.37,4437.76
2/26/25 15:00,4.5,1057.6,4.46,4253.44
2/26/25 15:15,4.46,895.36,4.46,3447.04
2/26/25 15:30,4.54,701.12,4.42,2854.4
2/26/25 15:45,4.5,570.24,4.46,2119.68
2/26/25 16:00,4.46,439.36,4.37,1795.2
2/26/25 16:15,4.54,201.76,4.37,1294.08
2/26/25 16:30,4.54,107.72,4.42,418.56
2/26/25 16:45,4.46,172.56,4.46,621.44
2/26/25 17:00,4.5,104.2,4.46,454.4
2/26/25 17:15,4.5,57.64,4.46,201.6
2/26/25 17:30,4.54,15.98,4.46,50.98
2/26/25 17:45,4.54,1.49,4.42,5.76
2/26/25 18:00,4.59,0,4.42,0
2/26/25 18:15,4.59,0,4.46,0
2/26/25 18:30,4.63,0,4.46,0
2/26/25 18:45,4.63,0,4.5,0
2/26/25 19:00,4.67,0,4.59,0
2/26/25 19:15,4.59,0,4.54,0
2/26/25 19:30,4.59,0,4.59,0
2/26/25 19:45,4.59,0,4.5,0
2/26/25 20:00,4.59,0,4.5,0
2/26/25 20:15,4.5,0,4.46,0
2/26/25 20:30,4.54,0,4.46,0
2/26/25 20:45,4.59,0,4.54,0
2/26/25 21:00,4.63,0,4.5,0
2/26/25 21:15,4.5,0,4.42,0
2/26/25 21:30,4.42,0,4.42,0
2/26/25 21:45,4.37,0,4.33,0
2/26/25 22:00,4.42,0,4.29,0
2/26/25 22:15,4.42,0,4.24,0
2/26/25 22:30,4.37,0,4.2,0
2/26/25 22:45,4.29,0,4.16,0
2/26/25 23:00,4.29,0,4.16,0
2/26/25 23:15,4.33,0,4.2,0
2/26/25 23:30,4.29,0,4.2,0
2/26/25 23:45,4.29,0,4.12,0
2/27/25 0:00,4.24,0,4.12,0
2/27/25 0:15,4.33,0,4.12,0
2/27/25 0:30,4.24,0,4.07,0
2/27/25 0:45,4.24,0,3.99,0
2/27/25 1:00,4.12,0,3.9,0
2/27/25 1:15,4.03,0,3.82,0
2/27/25 1:30,3.99,0,3.86,0
2/27/25 1:45,4.07,0,3.9,0
2/27/25 2:00,4.07,0,3.9,0
2/27/25 2:15,4.03,0,3.94,0
2/27/25 2:30,4.5,0,4.37,0
2/27/25 2:45,4.59,0,4.42,0
2/27/25 3:00,4.54,0,4.42,0
2/27/25 3:15,4.5,0,4.42,0
2/27/25 3:30,4.37,0,4.2,0
2/27/25 3:45,4.24,0,4.07,0
2/27/25 4:00,4.5,0,4.2,0
2/27/25 4:15,4.42,0,4.37,0
2/27/25 4:30,4.46,0,4.42,0
2/27/25 4:45,4.5,0,4.37,0
2/27/25 5:00,4.46,0,4.37,0
2/27/25 5:15,4.5,0,4.42,0
2/27/25 5:30,4.54,0,4.46,0
2/27/25 5:45,4.54,0,4.46,0
2/27/25 6:00,4.46,0,4.42,0
2/27/25 6:15,4.5,0.63,4.42,2.77
2/27/25 6:30,4.5,4.26,4.42,11.55
2/27/25 6:45,4.5,12.36,4.42,23.75
2/27/25 7:00,4.46,33.72,4.37,71.54
2/27/25 7:15,4.5,54.6,4.37,108.04
2/27/25 7:30,4.37,90.56,4.37,162.84
2/27/25 7:45,4.42,88.84,4.37,182.56
2/27/25 8:00,4.46,121.36,4.37,247.68
2/27/25 8:15,4.46,566.88,4.33,1142.72
2/27/25 8:30,4.54,115.4,4.33,253.68
2/27/25 8:45,4.5,97.36,4.37,204.16
2/27/25 9:00,4.59,172.56,4.5,398.88
2/27/25 9:15,4.59,351.36,4.54,758.08
2/27/25 9:30,4.63,287.28,4.54,670.4
2/27/25 9:45,4.5,225.68,4.46,522.24
2/27/25 10:00,4.37,288.08,4.37,647.52
2/27/25 10:15,4.37,355.68,4.37,747.2
2/27/25 10:30,4.37,623.52,4.33,1493.12
2/27/25 10:45,4.37,676.16,4.33,1605.76
2/27/25 11:00,4.42,1017.6,4.33,2335.36
2/27/25 11:15,4.37,1258.24,4.29,2837.76
2/27/25 11:30,4.33,1260.8,4.33,3057.92
2/27/25 11:45,4.29,1115.84,4.33,2640.64
2/27/25 12:00,4.37,871.04,4.33,1949.44
2/27/25 12:15,4.37,588.96,4.33,1274.56
2/27/25 12:30,4.42,1111.36,4.37,2487.04
2/27/25 12:45,4.37,894.4,4.37,1906.56
2/27/25 13:00,4.37,862.4,4.33,1875.84
2/27/25 13:15,4.33,460,4.33,996.8
2/27/25 13:30,4.37,792.64,4.33,1672.96
2/27/25 13:45,4.42,904.64,4.37,1937.28
2/27/25 14:00,4.33,782.4,4.24,1887.36
2/27/25 14:15,4.33,546.4,4.2,2099.2
2/27/25 14:30,4.2,291.52,4.16,895.04
2/27/25 14:45,4.2,306.24,4.12,1177.92
2/27/25 15:00,4.2,235.04,4.07,903.68
2/27/25 15:15,4.2,332.64,4.07,1385.6
2/27/25 15:30,4.33,105.04,4.07,462.88
2/27/25 15:45,4.37,86.28,4.12,536
2/27/25 16:00,4.42,128.16,4.29,488.64
2/27/25 16:15,4.46,60.2,4.29,254.56
2/27/25 16:30,4.46,49.54,4.37,197.12
2/27/25 16:45,4.46,45.28,4.33,197.12
2/27/25 17:00,4.46,12.57,4.37,84
2/27/25 17:15,4.46,4.26,4.37,25.89
2/27/25 17:30,4.42,1.91,4.33,13.48
2/27/25 17:45,4.46,0,4.33,1.7
2/27/25 18:00,4.5,0,4.33,0
2/27/25 18:15,4.5,0,4.37,0
2/27/25 18:30,4.54,0,4.46,0
2/27/25 18:45,4.54,0,4.42,0
2/27/25 19:00,4.5,0,4.46,0
2/27/25 19:15,4.54,0,4.42,0
2/27/25 19:30,4.54,0,4.5,0
2/27/25 19:45,4.5,0,4.46,0
2/27/25 20:00,4.54,0,4.42,0
2/27/25 20:15,4.5,0,4.42,0
2/27/25 20:30,4.5,0,4.46,0
2/27/25 20:45,4.5,0,4.42,0
2/27/25 21:00,4.42,0,4.37,0
2/27/25 21:15,4.37,0,4.37,0
2/27/25 21:30,4.42,0,4.33,0
2/27/25 21:45,4.54,0,4.42,0
2/27/25 22:00,4.5,0,4.37,0
2/27/25 22:15,4.46,0,4.33,0
2/27/25 22:30,4.46,0,4.37,0
2/27/25 22:45,4.46,0,4.33,0
2/27/25 23:00,4.46,0,4.37,0
2/27/25 23:15,4.42,0,4.37,0
2/27/25 23:30,4.42,0,4.37,0
2/27/25 23:45,4.46,0,4.37,0
2/28/25 0:00,4.37,0,4.33,0
2/28/25 0:15,4.33,0,4.33,0
2/28/25 0:30,4.37,0,4.33,0
2/28/25 0:45,4.37,0,4.29,0
2/28/25 1:00,4.37,0,4.33,0
2/28/25 1:15,4.37,0,4.33,0
2/28/25 1:30,4.42,0,4.33,0
2/28/25 1:45,4.46,0,4.33,0
2/28/25 2:00,4.37,0,4.29,0
2/28/25 2:15,4.37,0,4.33,0
2/28/25 2:30,4.37,0,4.33,0
2/28/25 2:45,4.37,0,4.29,0
2/28/25 3:00,4.29,0,4.2,0
2/28/25 3:15,4.24,0,4.2,0
2/28/25 3:30,4.24,0,4.16,0
2/28/25 3:45,4.37,0,4.29,0
2/28/25 4:00,4.37,0,4.29,0
2/28/25 4:15,4.42,0,4.29,0
2/28/25 4:30,4.46,0,4.33,0
2/28/25 4:45,4.5,0,4.42,0
2/28/25 5:00,4.54,0,4.42,0
2/28/25 5:15,4.5,0,4.42,0
2/28/25 5:30,4.5,0,4.46,0
2/28/25 5:45,4.42,0,4.37,0
2/28/25 6:00,4.42,0,4.37,0
2/28/25 6:15,4.37,0,4.37,6.83
2/28/25 6:30,4.42,2.13,4.37,19.7
2/28/25 6:45,4.46,3.62,4.37,40.25
2/28/25 7:00,4.5,7.24,4.37,81.36
2/28/25 7:15,4.5,17.68,4.37,107.92
2/28/25 7:30,4.46,40.96,4.37,223.76
2/28/25 7:45,4.54,74.26,4.42,448.48
2/28/25 8:00,4.5,82.04,4.46,709.76
2/28/25 8:15,4.5,94.8,4.42,710.72
2/28/25 8:30,4.5,88.84,4.42,452.64
2/28/25 8:45,4.59,111.12,4.42,676.8
2/28/25 9:00,4.59,227.36,4.46,1179.52
2/28/25 9:15,4.59,264.24,4.46,1832.96
2/28/25 9:30,4.54,182.16,4.5,1058.24
2/28/25 9:45,4.59,135.84,4.5,806.72
2/28/25 10:00,4.59,483.04,4.5,696
2/28/25 10:15,4.5,585.6,4.5,3905.28
2/28/25 10:30,4.54,581.28,4.63,3898.88
2/28/25 10:45,4.59,644,4.54,4058.88
2/28/25 11:00,4.59,782.4,4.59,5736.96
2/28/25 11:15,4.59,920.96,4.59,5688.32
2/28/25 11:30,4.54,1189.76,4.59,1911.68
2/28/25 11:45,4.5,1270.72,4.59,7360
2/28/25 12:00,4.54,1200.96,4.54,7188.48
2/28/25 12:15,4.54,1284.48,4.54,7523.84
2/28/25 12:30,4.59,1315.84,4.59,4677.12
2/28/25 12:45,4.5,1198.4,4.59,7052.8
2/28/25 13:00,4.54,1198.4,4.59,4632.32
2/28/25 13:15,4.5,936.64,4.54,7672.32
2/28/25 13:30,4.5,1055.36,4.5,5639.68
2/28/25 13:45,4.54,903.04,4.59,4144.64
2/28/25 14:00,4.59,815.68,4.54,4472.32
2/28/25 14:15,4.5,724.16,4.54,4691.2
2/28/25 14:30,4.59,705.28,4.5,5045.76
2/28/25 14:45,4.59,606.08,4.54,3966.72
2/28/25 15:00,4.54,681.28,4.72,3860.48
2/28/25 15:15,4.59,512.96,4.54,3307.52
2/28/25 15:30,4.46,515.52,4.5,2972.16
2/28/25 15:45,4.42,400.16,4.37,2176.64
2/28/25 16:00,4.42,269.36,4.29,1013.76
2/28/25 16:15,4.46,10.86,4.42,481.76
2/28/25 16:30,4.54,41.02,4.42,371.04
2/28/25 16:45,4.46,30.68,4.46,199.84
2/28/25 17:00,4.5,30.68,4.42,253.68
2/28/25 17:15,4.46,14.91,4.37,111.48
2/28/25 17:30,4.5,2.77,4.46,23.33
2/28/25 17:45,4.5,0,4.42,2.56
2/28/25 18:00,4.5,0,4.42,0
2/28/25 18:15,4.5,0,4.42,0
2/28/25 18:30,4.5,0,4.42,0
2/28/25 18:45,4.5,0,4.46,0
2/28/25 19:00,4.54,0,4.46,0
2/28/25 19:15,4.54,0,4.5,0
2/28/25 19:30,4.54,0,4.42,0
2/28/25 19:45,4.59,0,4.5,0
2/28/25 20:00,4.59,0,4.46,0
2/28/25 20:15,4.59,0,4.46,0
2/28/25 20:30,4.54,0,4.5,0
2/28/25 20:45,4.59,0,4.5,0
2/28/25 21:00,4.59,0,4.46,0
2/28/25 21:15,4.59,0,4.5,0
2/28/25 21:30,4.5,0,4.46,0
2/28/25 21:45,4.5,0,4.42,0
2/28/25 22:00,4.5,0,4.46,0
2/28/25 22:15,4.5,0,4.42,0
2/28/25 22:30,4.5,0,4.46,0
2/28/25 22:45,4.46,0,4.37,0
2/28/25 23:00,4.42,0,4.37,0
2/28/25 23:15,4.37,0,4.37,0
2/28/25 23:30,4.46,0,4.33,0
2/28/25 23:45,4.46,0,4.33,0
3/1/25 0:00,4.42,0,4.33,0
3/1/25 0:15,4.42,0,4.33,0
3/1/25 0:30,4.42,0,4.33,0
3/1/25 0:45,4.42,0,4.29,0
3/1/25 1:00,4.37,0,4.33,0
3/1/25 1:15,4.37,0,4.33,0
3/1/25 1:30,4.37,0,4.29,0
3/1/25 1:45,4.37,0,4.29,0
3/1/25 2:00,4.42,0,4.2,0
3/1/25 2:15,4.33,0,4.29,0
3/1/25 2:30,4.37,0,4.24,0
3/1/25 2:45,4.33,0,4.24,0
3/1/25 3:00,4.37,0,4.29,0
3/1/25 3:15,4.33,0,4.2,0
3/1/25 3:30,4.24,0,4.16,0
3/1/25 3:45,4.24,0,4.16,0
3/1/25 4:00,4.29,0,4.24,0
3/1/25 4:15,4.29,0,4.2,0
3/1/25 4:30,4.42,0,4.24,0
3/1/25 4:45,4.46,0,4.33,0
3/1/25 5:00,4.46,0,4.37,0
3/1/25 5:15,4.5,0,4.37,0
3/1/25 5:30,4.54,0,4.42,0
3/1/25 5:45,4.46,0,4.42,0
3/1/25 6:00,4.5,0,4.42,0
3/1/25 6:15,4.5,0,4.37,1.49
3/1/25 6:30,4.5,1.06,4.37,8.78
3/1/25 6:45,4.5,1.49,4.42,37.26
3/1/25 7:00,4.5,5.11,4.37,84.88
3/1/25 7:15,4.5,20.03,4.42,181.68
3/1/25 7:30,4.5,17.26,4.46,192.8
3/1/25 7:45,4.5,27.7,4.46,275.28
3/1/25 8:00,4.5,31.16,4.46,257.12
3/1/25 8:15,4.54,93.12,4.46,484.32
3/1/25 8:30,4.59,88.84,4.5,499.68
3/1/25 8:45,4.54,83.72,4.5,466.4
3/1/25 9:00,4.59,67.02,4.42,291.44
3/1/25 9:15,4.54,56.78,4.46,360
3/1/25 9:30,4.54,53.8,4.42,260.48
3/1/25 9:45,4.59,72.56,4.46,282.08
3/1/25 10:00,4.5,123.04,4.46,728.64
3/1/25 10:15,4.5,135,4.42,810.24
3/1/25 10:30,4.5,100.8,4.42,655.36
3/1/25 10:45,4.46,160.68,4.46,1196.8
3/1/25 11:00,4.5,129.04,4.46,1129.92
3/1/25 11:15,4.5,371.84,4.46,1991.68
3/1/25 11:30,4.46,195.84,4.46,1317.76
3/1/25 11:45,4.5,211.12,4.46,1189.76
3/1/25 12:00,4.42,238.4,4.46,1338.88
3/1/25 12:15,4.46,174.32,4.42,1182.08
3/1/25 12:30,4.5,265.04,4.46,1914.88
3/1/25 12:45,4.5,113.68,4.46,748.16
3/1/25 13:00,4.5,115.4,4.42,652.96
3/1/25 13:15,4.46,178.8,4.42,1119.68
3/1/25 13:30,4.5,255.68,4.37,1400.96
3/1/25 13:45,4.5,206.88,4.37,1092.48
3/1/25 14:00,4.5,382.24,4.42,2036.48
3/1/25 14:15,4.5,200.08,4.37,1076.16
3/1/25 14:30,4.46,156.4,4.37,863.04
3/1/25 14:45,4.46,141.92,4.42,732.8
3/1/25 15:00,4.46,704.32,4.5,4099.84
3/1/25 15:15,4.5,296.64,4.5,2039.68
3/1/25 15:30,4.5,229.92,4.42,1516.8
3/1/25 15:45,4.46,320.72,4.42,1788.8
3/1/25 16:00,4.42,300,4.33,1203.52
3/1/25 16:15,4.37,281.28,4.37,1345.28
3/1/25 16:30,4.37,106.76,4.33,535.04
3/1/25 16:45,4.46,14.91,4.33,178.32
3/1/25 17:00,4.46,30.26,4.37,178.32
3/1/25 17:15,4.5,15.13,4.37,103.68
3/1/25 17:30,4.5,5.75,4.37,35.55
3/1/25 17:45,4.46,0.63,4.37,6.83
3/1/25 18:00,4.5,0,4.37,0
3/1/25 18:15,4.46,0,4.37,0
3/1/25 18:30,4.5,0,4.37,0
3/1/25 18:45,4.46,0,4.33,0
3/1/25 19:00,4.46,0,4.42,0
3/1/25 19:15,4.54,0,4.33,0
3/1/25 19:30,4.5,0,4.42,0
3/1/25 19:45,4.5,0,4.37,0
3/1/25 20:00,4.5,0,4.42,0
3/1/25 20:15,4.5,0,4.42,0
3/1/25 20:30,4.54,0,4.42,0
3/1/25 20:45,4.5,0,4.42,0
3/1/25 21:00,4.5,0,4.46,0
3/1/25 21:15,4.5,0,4.42,0
3/1/25 21:30,4.5,0,4.42,0
3/1/25 21:45,4.54,0,4.5,0
3/1/25 22:00,4.5,0,4.46,0
3/1/25 22:15,4.5,0,4.37,0
3/1/25 22:30,4.46,0,4.33,0
3/1/25 22:45,4.5,0,4.37,0
3/1/25 23:00,4.37,0,4.33,0
3/1/25 23:15,4.42,0,4.29,0
3/1/25 23:30,4.37,0,4.24,0
3/1/25 23:45,4.37,0,4.2,0
3/2/25 0:00,4.37,0,4.2,0
3/2/25 0:15,4.33,0,4.2,0
3/2/25 0:30,4.37,0,4.2,0
3/2/25 0:45,4.42,0,4.2,0
3/2/25 1:00,4.29,0,4.2,0
3/2/25 1:15,4.24,0,4.12,0
3/2/25 1:30,4.16,0,4.16,0
3/2/25 1:45,4.2,0,4.07,0
3/2/25 2:00,4.24,0,4.03,0
3/2/25 2:15,4.24,0,4.03,0
3/2/25 2:30,4.24,0,4.12,0
3/2/25 2:45,4.29,0,4.2,0
3/2/25 3:00,4.29,0,4.2,0
3/2/25 3:15,4.2,0,4.12,0
3/2/25 3:30,4.16,0,4.03,0
3/2/25 3:45,4.12,0,4.03,0
3/2/25 4:00,4.12,0,4.03,0
3/2/25 4:15,4.07,0,3.9,0
3/2/25 4:30,3.99,0,3.9,0
3/2/25 4:45,3.99,0,3.86,0
3/2/25 5:00,4.03,0,3.99,0
3/2/25 5:15,4.03,0,3.94,0
3/2/25 5:30,4.03,0,3.9,0
3/2/25 5:45,4.37,0,4.16,0
3/2/25 6:00,4.42,0,4.33,0.64
3/2/25 6:15,4.37,1.27,4.29,8.14
3/2/25 6:30,4.37,10.86,4.2,36.84
3/2/25 6:45,4.46,24.29,4.29,101.12
3/2/25 7:00,4.46,6.39,4.29,80.5
3/2/25 7:15,4.46,10.86,4.33,73.68
3/2/25 7:30,4.42,40.54,4.37,48.84
3/2/25 7:45,4.42,69.14,4.42,202.4
3/2/25 8:00,4.54,98.24,4.42,351.52
3/2/25 8:15,4.5,204.32,4.37,517.6
3/2/25 8:30,4.54,245.44,4.46,609.44
3/2/25 8:45,4.59,408.64,4.5,445.92
3/2/25 9:00,4.59,551.52,4.5,965.12
3/2/25 9:15,4.59,671.04,4.5,1245.44
3/2/25 9:30,4.59,630.4,4.5,1401.6
3/2/25 9:45,4.59,772.16,4.46,1005.44
3/2/25 10:00,4.59,881.28,4.59,2340.48
