datetime,deep,shallow,pre_7day,pre_48hr,pre_24hr
4/5/25 22:45,6.56,6.69,7,NA,NA
4/5/25 23:00,6.52,6.6,7,NA,NA
4/5/25 23:15,6.48,6.52,7,NA,NA
4/5/25 23:30,6.43,6.56,7,NA,NA
4/5/25 23:45,6.43,6.56,7,NA,NA
4/6/25 0:00,6.56,6.6,7,NA,NA
4/6/25 0:15,6.6,6.56,7,NA,NA
4/6/25 0:30,6.6,6.56,7,NA,NA
4/6/25 0:45,6.6,6.52,7,NA,NA
4/6/25 1:00,6.6,6.56,7,NA,NA
4/6/25 1:15,6.6,6.48,7,NA,NA
4/6/25 1:30,6.48,6.6,7,NA,NA
4/6/25 1:45,6.52,6.56,7,NA,NA
4/6/25 2:00,6.56,6.52,7,NA,NA
4/6/25 2:15,6.56,6.52,7,NA,NA
4/6/25 2:30,6.6,6.52,7,NA,NA
4/6/25 2:45,6.6,6.52,7,NA,NA
4/6/25 3:00,6.69,6.56,7,NA,NA
4/6/25 3:15,6.69,6.6,7,NA,NA
4/6/25 3:30,6.73,6.6,7,NA,NA
4/6/25 3:45,6.73,6.65,7,NA,NA
4/6/25 4:00,6.69,6.6,7,NA,NA
4/6/25 4:15,6.69,6.6,7,NA,NA
4/6/25 4:30,6.73,6.56,7,NA,NA
4/6/25 4:45,6.73,6.65,7,NA,NA
4/6/25 5:00,6.69,6.6,7,NA,NA
4/6/25 5:15,6.69,6.65,7,NA,NA
4/6/25 5:30,6.65,6.65,7,NA,NA
4/6/25 5:45,6.56,6.6,7,NA,NA
4/6/25 6:00,6.6,6.6,7,NA,NA
4/6/25 6:15,6.65,6.65,7,NA,NA
4/6/25 6:30,6.52,6.65,7,NA,NA
4/6/25 6:45,6.48,6.6,7,NA,NA
4/6/25 7:00,6.52,6.6,7,NA,NA
4/6/25 7:15,6.52,6.65,7,NA,NA
4/6/25 7:30,6.65,6.69,7,NA,NA
4/6/25 7:45,6.73,6.65,7,NA,NA
4/6/25 8:00,6.78,6.73,7,NA,NA
4/6/25 8:15,6.86,6.78,7,NA,NA
4/6/25 8:30,6.9,6.86,7,NA,NA
4/6/25 8:45,6.69,6.86,7,NA,NA
4/6/25 9:00,6.65,6.78,7,NA,NA
4/6/25 9:15,6.56,6.73,7,NA,NA
4/6/25 9:30,6.6,6.69,7,NA,NA
4/6/25 9:45,6.6,6.65,7,NA,NA
4/6/25 10:00,6.56,6.65,7,NA,NA
4/6/25 10:15,6.6,6.99,7,NA,NA
4/6/25 10:30,6.69,6.9,7,NA,NA
4/6/25 10:45,6.65,6.99,7,NA,NA
4/6/25 11:00,6.69,7.03,7,NA,NA
4/6/25 11:15,6.65,6.9,7,NA,NA
4/6/25 11:30,6.65,6.69,7,NA,NA
4/6/25 11:45,6.65,6.69,7,NA,NA
4/6/25 12:00,6.65,6.69,7,NA,NA
4/6/25 12:15,6.56,6.73,7,NA,NA
4/6/25 12:30,6.65,6.95,7,NA,NA
4/6/25 12:45,6.69,6.86,7,NA,NA
4/6/25 13:00,6.6,6.99,7,NA,NA
4/6/25 13:15,6.65,6.99,7,NA,NA
4/6/25 13:30,6.65,6.78,7,NA,NA
4/6/25 13:45,6.6,6.82,7,NA,NA
4/6/25 14:00,6.69,6.73,7,NA,NA
4/6/25 14:15,6.69,6.56,7,NA,NA
4/6/25 14:30,6.6,6.52,7,NA,NA
4/6/25 14:45,6.6,6.56,7,NA,NA
4/6/25 15:00,6.65,6.6,7,NA,NA
4/6/25 15:15,6.69,6.6,7,NA,NA
4/6/25 15:30,6.65,6.6,7,NA,NA
4/6/25 15:45,6.6,6.6,7,NA,NA
4/6/25 16:00,6.65,6.56,7,NA,NA
4/6/25 16:15,6.65,6.6,7,NA,NA
4/6/25 16:30,6.69,6.69,7,NA,NA
4/6/25 16:45,6.65,6.73,7,NA,NA
4/6/25 17:00,6.69,6.69,7,NA,NA
4/6/25 17:15,6.65,6.69,7,NA,NA
4/6/25 17:30,6.69,6.6,7,NA,NA
4/6/25 17:45,6.65,6.73,7,NA,NA
4/6/25 18:00,6.69,6.65,7,NA,NA
4/6/25 18:15,6.65,6.69,7,NA,NA
4/6/25 18:30,6.65,6.73,7,NA,NA
4/6/25 18:45,6.78,6.82,7,NA,NA
4/6/25 19:00,6.65,6.78,7,NA,NA
4/6/25 19:15,6.65,6.86,7,NA,NA
4/6/25 19:30,6.86,6.9,7,NA,NA
4/6/25 19:45,6.9,6.9,7,NA,NA
4/6/25 20:00,6.99,6.95,7,NA,NA
4/6/25 20:15,6.86,6.95,7,NA,NA
4/6/25 20:30,6.95,7.03,7,NA,NA
4/6/25 20:45,6.99,6.99,7,NA,NA
4/6/25 21:00,6.9,6.99,7,NA,NA
4/6/25 21:15,6.78,6.95,7,NA,NA
4/6/25 21:30,6.73,6.9,7,NA,NA
4/6/25 21:45,6.69,6.95,7,NA,NA
4/6/25 22:00,6.65,6.99,7,NA,NA
4/6/25 22:15,6.78,7.08,7,NA,NA
4/6/25 22:30,6.69,7.03,7,NA,NA
4/6/25 22:45,6.6,6.99,7,NA,NA
4/6/25 23:00,6.73,6.86,7,NA,NA
4/6/25 23:15,6.65,6.69,7,NA,NA
4/6/25 23:30,6.69,6.78,7,NA,NA
4/6/25 23:45,6.69,6.6,7,NA,NA
4/7/25 0:00,6.69,6.6,7,NA,NA
4/7/25 0:15,6.65,6.65,7,NA,NA
4/7/25 0:30,6.69,6.65,7,NA,NA
4/7/25 0:45,6.65,7.08,7,NA,NA
4/7/25 1:00,6.65,7.08,7,NA,NA
4/7/25 1:15,6.65,6.82,7,NA,NA
4/7/25 1:30,6.6,6.65,7,NA,NA
4/7/25 1:45,6.65,6.6,7,NA,NA
4/7/25 2:00,6.69,6.73,7,NA,NA
4/7/25 2:15,6.65,6.6,7,NA,NA
4/7/25 2:30,6.65,6.6,7,NA,NA
4/7/25 2:45,6.65,6.73,7,NA,NA
4/7/25 3:00,6.65,6.6,7,NA,NA
4/7/25 3:15,6.69,6.56,7,NA,NA
4/7/25 3:30,6.69,6.6,7,NA,NA
4/7/25 3:45,6.65,6.56,7,NA,NA
4/7/25 4:00,6.65,6.6,7,NA,NA
4/7/25 4:15,6.69,6.56,7,NA,NA
4/7/25 4:30,6.65,6.6,7,NA,NA
4/7/25 4:45,6.69,6.69,7,NA,NA
4/7/25 5:00,6.69,6.73,7,NA,NA
4/7/25 5:15,6.78,6.78,7,NA,NA
4/7/25 5:30,6.73,6.69,7,NA,NA
4/7/25 5:45,6.69,6.69,7,NA,NA
4/7/25 6:00,6.69,6.69,7,NA,NA
4/7/25 6:15,6.65,6.69,7,NA,NA
4/7/25 6:30,6.65,6.65,7,NA,NA
4/7/25 6:45,6.6,6.65,7,NA,NA
4/7/25 7:00,6.6,6.65,7,NA,NA
4/7/25 7:15,6.6,6.69,7,NA,NA
4/7/25 7:30,6.6,6.73,7,NA,NA
4/7/25 7:45,6.86,6.78,7,NA,NA
4/7/25 8:00,6.95,6.86,7,NA,NA
4/7/25 8:15,6.9,6.86,7,NA,NA
4/7/25 8:30,6.9,6.86,7,NA,NA
4/7/25 8:45,6.9,6.9,7,NA,NA
4/7/25 9:00,6.95,6.99,7,NA,NA
4/7/25 9:15,6.82,6.95,7,NA,NA
4/7/25 9:30,6.78,6.95,7,NA,NA
4/7/25 9:45,6.78,6.86,7,NA,NA
4/7/25 10:00,6.73,6.95,7,NA,NA
4/7/25 10:15,6.69,6.95,7,NA,NA
4/7/25 10:30,6.69,6.99,7,NA,NA
4/7/25 10:45,6.69,7.03,7,NA,NA
4/7/25 11:00,6.69,6.99,7,NA,NA
4/7/25 11:15,6.69,7.08,7,NA,NA
4/7/25 11:30,6.65,6.95,7,NA,NA
4/7/25 11:45,6.69,6.9,7,NA,NA
4/7/25 12:00,6.69,6.86,7,NA,NA
4/7/25 12:15,6.69,6.99,7,NA,NA
4/7/25 12:30,6.69,6.9,7,NA,NA
4/7/25 12:45,6.65,6.69,7,NA,NA
4/7/25 13:00,6.69,7.03,7,NA,NA
4/7/25 13:15,6.6,7.12,7,NA,NA
4/7/25 13:30,6.6,7.16,7,NA,NA
4/7/25 13:45,6.56,6.56,7,NA,NA
4/7/25 14:00,6.56,6.52,7,NA,NA
4/7/25 14:15,6.56,6.56,7,NA,NA
4/7/25 14:30,6.6,6.69,7,NA,NA
4/7/25 14:45,6.56,6.52,7,NA,NA
4/7/25 15:00,6.6,6.6,7,NA,NA
4/7/25 15:15,6.6,6.56,7,NA,NA
4/7/25 15:30,6.65,6.6,7,NA,NA
4/7/25 15:45,6.6,6.52,7,NA,NA
4/7/25 16:00,6.6,6.6,7,NA,NA
4/7/25 16:15,6.6,6.52,7,NA,NA
4/7/25 16:30,6.65,6.52,7,NA,NA
4/7/25 16:45,6.65,6.6,7,NA,NA
4/7/25 17:00,6.6,6.6,7,NA,NA
4/7/25 17:15,6.6,6.65,7,NA,NA
4/7/25 17:30,6.65,6.56,7,NA,NA
4/7/25 17:45,6.65,6.6,7,NA,NA
4/7/25 18:00,6.69,6.6,7,NA,NA
4/7/25 18:15,6.6,6.6,7,NA,NA
4/7/25 18:30,6.6,6.6,7,NA,NA
4/7/25 18:45,6.56,6.56,7,NA,NA
4/7/25 19:00,6.6,6.6,7,NA,NA
4/7/25 19:15,6.56,6.65,7,NA,NA
4/7/25 19:30,6.6,6.65,7,NA,NA
4/7/25 19:45,6.69,6.73,7,NA,NA
4/7/25 20:00,6.73,6.73,7,NA,NA
4/7/25 20:15,6.78,6.78,7,NA,NA
4/7/25 20:30,6.69,6.73,7,NA,NA
4/7/25 20:45,6.73,6.73,7,NA,NA
4/7/25 21:00,6.73,6.86,7,NA,NA
4/7/25 21:15,6.73,6.82,7,NA,NA
4/7/25 21:30,6.69,6.86,7,NA,NA
4/7/25 21:45,6.78,6.82,7,NA,NA
4/7/25 22:00,6.78,6.86,7,NA,NA
4/7/25 22:15,6.82,6.86,7,NA,NA
4/7/25 22:30,6.82,6.99,7,NA,NA
4/7/25 22:45,6.6,6.95,7,NA,NA
4/7/25 23:00,6.6,6.99,7,NA,NA
4/7/25 23:15,6.6,6.99,7,NA,NA
4/7/25 23:30,6.65,7.03,7,NA,NA
4/7/25 23:45,6.73,6.9,7,NA,NA
4/8/25 0:00,6.6,6.69,7,NA,NA
4/8/25 0:15,6.6,6.65,7,NA,NA
4/8/25 0:30,6.65,6.69,7,NA,NA
4/8/25 0:45,6.56,6.6,7,NA,NA
4/8/25 1:00,6.6,6.6,7,NA,NA
4/8/25 1:15,6.6,6.65,7,NA,NA
4/8/25 1:30,6.6,6.6,7,NA,NA
4/8/25 1:45,6.56,6.56,7,NA,NA
4/8/25 2:00,6.65,6.56,7,NA,NA
4/8/25 2:15,6.6,6.65,7,NA,NA
4/8/25 2:30,6.56,6.52,7,NA,NA
4/8/25 2:45,6.56,6.52,7,NA,NA
4/8/25 3:00,6.6,6.52,7,NA,NA
4/8/25 3:15,6.56,6.56,7,NA,NA
4/8/25 3:30,6.52,6.52,7,NA,NA
4/8/25 3:45,6.56,6.56,7,NA,NA
4/8/25 4:00,6.65,6.56,7,NA,NA
4/8/25 4:15,6.6,6.56,7,NA,NA
4/8/25 4:30,6.65,6.6,7,NA,NA
4/8/25 4:45,6.65,6.6,7,NA,NA
4/8/25 5:00,6.65,6.56,7,NA,NA
4/8/25 5:15,6.65,6.6,7,NA,NA
4/8/25 5:30,6.65,6.6,7,NA,NA
4/8/25 5:45,6.69,6.6,7,NA,NA
4/8/25 6:00,6.65,6.6,7,NA,NA
4/8/25 6:15,6.65,6.65,7,NA,NA
4/8/25 6:30,6.65,6.56,7,NA,NA
4/8/25 6:45,6.65,6.6,7,NA,NA
4/8/25 7:00,6.69,6.6,7,NA,NA
4/8/25 7:15,6.6,6.6,7,NA,NA
4/8/25 7:30,6.65,6.65,7,NA,NA
4/8/25 7:45,6.65,6.69,7,NA,NA
4/8/25 8:00,6.6,6.73,7,NA,NA
4/8/25 8:15,6.65,6.78,7,NA,NA
4/8/25 8:30,6.69,6.73,7,NA,NA
4/8/25 8:45,6.73,6.78,7,NA,NA
4/8/25 9:00,6.78,6.73,7,NA,NA
4/8/25 9:15,6.78,6.69,7,NA,NA
4/8/25 9:30,6.78,6.78,7,NA,NA
4/8/25 9:45,6.78,6.78,7,NA,NA
4/8/25 10:00,6.78,6.86,7,NA,NA
4/8/25 10:15,6.73,6.86,7,NA,NA
4/8/25 10:30,6.78,6.9,7,NA,NA
4/8/25 10:45,6.82,6.86,7,NA,NA
4/8/25 11:00,6.78,6.99,7,NA,NA
4/8/25 11:15,6.65,6.9,7,NA,NA
4/8/25 11:30,6.65,6.9,7,NA,NA
4/8/25 11:45,6.69,6.99,7,NA,NA
4/8/25 12:00,6.65,7.03,7,NA,NA
4/8/25 12:15,6.65,6.99,7,NA,NA
4/8/25 12:30,6.6,7.12,7,NA,NA
4/8/25 12:45,6.6,6.99,7,NA,NA
4/8/25 13:00,6.65,6.73,7,NA,NA
4/8/25 13:15,6.6,6.69,7,NA,NA
4/8/25 13:30,6.65,6.65,7,NA,NA
4/8/25 13:45,6.65,6.69,7,NA,NA
4/8/25 14:00,6.69,6.65,7,NA,NA
4/8/25 14:15,6.65,6.6,7,NA,NA
4/8/25 14:30,6.65,6.65,7,NA,NA
4/8/25 14:45,6.65,6.65,7,NA,NA
4/8/25 15:00,6.6,6.65,7,NA,NA
4/8/25 15:15,6.69,6.6,7,NA,NA
4/8/25 15:30,6.65,6.65,7,NA,NA
4/8/25 15:45,6.6,6.65,7,NA,NA
4/8/25 16:00,6.6,6.52,7,NA,NA
4/8/25 16:15,6.6,6.6,7,NA,NA
4/8/25 16:30,6.6,6.56,7,NA,NA
4/8/25 16:45,6.65,6.52,7,NA,NA
4/8/25 17:00,6.56,6.56,7,NA,NA
4/8/25 17:15,6.65,6.56,7,NA,NA
4/8/25 17:30,6.65,6.56,7,NA,NA
4/8/25 17:45,6.69,6.69,7,NA,NA
4/8/25 18:00,6.69,6.65,7,NA,NA
4/8/25 18:15,6.69,6.69,7,NA,NA
4/8/25 18:30,6.73,6.65,7,NA,NA
4/8/25 18:45,6.73,6.65,7,NA,NA
4/8/25 19:00,6.69,6.69,7,NA,NA
4/8/25 19:15,6.69,6.69,7,NA,NA
4/8/25 19:30,6.6,6.65,7,NA,NA
4/8/25 19:45,6.6,6.69,7,NA,NA
4/8/25 20:00,6.69,6.73,7,NA,NA
4/8/25 20:15,6.82,6.78,7,NA,NA
4/8/25 20:30,6.65,6.78,7,NA,NA
4/8/25 20:45,6.69,6.78,7,NA,NA
4/8/25 21:00,6.78,6.82,7,NA,NA
4/8/25 21:15,6.86,6.78,7,NA,NA
4/8/25 21:30,6.99,6.86,7,NA,NA
4/8/25 21:45,6.9,6.86,7,NA,NA
4/8/25 22:00,6.82,6.78,7,NA,NA
4/8/25 22:15,6.82,6.86,7,NA,NA
4/8/25 22:30,6.99,6.86,7,NA,NA
4/8/25 22:45,6.99,6.86,7,NA,NA
4/8/25 23:00,6.9,6.86,7,NA,NA
4/8/25 23:15,6.9,6.82,7,NA,NA
4/8/25 23:30,6.82,6.78,7,NA,NA
4/8/25 23:45,6.82,6.9,7,NA,NA
4/9/25 0:00,6.86,6.86,7,7,NA
4/9/25 0:15,6.73,6.86,7,7,NA
4/9/25 0:30,6.69,6.9,7,7,NA
4/9/25 0:45,6.73,6.86,7,7,NA
4/9/25 1:00,6.69,6.82,7,7,NA
4/9/25 1:15,6.6,6.86,7,7,NA
4/9/25 1:30,6.65,6.86,7,7,NA
4/9/25 1:45,6.65,6.9,7,7,NA
4/9/25 2:00,6.6,6.78,7,7,NA
4/9/25 2:15,6.65,6.6,7,7,NA
4/9/25 2:30,6.6,6.73,7,7,NA
4/9/25 2:45,6.6,6.73,7,7,NA
4/9/25 3:00,6.43,6.69,7,7,NA
4/9/25 3:15,6.39,6.56,7,7,NA
4/9/25 3:30,6.48,6.48,7,7,NA
4/9/25 3:45,6.43,6.39,7,7,NA
4/9/25 4:00,6.39,6.48,7,7,NA
4/9/25 4:15,6.39,6.35,7,7,NA
4/9/25 4:30,6.35,6.35,7,7,NA
4/9/25 4:45,6.35,6.39,7,7,NA
4/9/25 5:00,6.35,6.43,7,7,NA
4/9/25 5:15,6.3,6.35,7,7,NA
4/9/25 5:30,6.3,6.26,7,7,NA
4/9/25 5:45,6.26,6.26,7,7,NA
4/9/25 6:00,6.22,6.35,7,7,NA
4/9/25 6:15,6.3,6.43,7,7,NA
4/9/25 6:30,6.39,6.48,7,7,NA
4/9/25 6:45,6.43,6.48,7,7,NA
4/9/25 7:00,6.52,6.39,7,7,NA
4/9/25 7:15,6.43,6.43,7,7,NA
4/9/25 7:30,6.48,6.48,7,7,NA
4/9/25 7:45,6.3,6.43,7,7,NA
4/9/25 8:00,6.35,6.48,7,7,NA
4/9/25 8:15,6.39,6.52,7,7,NA
4/9/25 8:30,6.22,6.35,7,7,NA
4/9/25 8:45,6.26,6.22,7,7,NA
4/9/25 9:00,6.17,6.43,7,7,NA
4/9/25 9:15,6.43,6.56,7,7,NA
4/9/25 9:30,6.56,6.52,7,7,NA
4/9/25 9:45,6.56,6.52,7,7,NA
4/9/25 10:00,6.48,6.6,7,7,NA
4/9/25 10:15,6.52,6.65,7,7,NA
4/9/25 10:30,6.69,6.65,7,7,NA
4/9/25 10:45,6.82,6.78,7,7,NA
4/9/25 11:00,6.52,6.9,7,7,NA
4/9/25 11:15,6.65,6.95,7,7,NA
4/9/25 11:30,6.43,6.86,7,7,NA
4/9/25 11:45,6.39,7.03,7,7,NA
4/9/25 12:00,6.39,6.95,7,7,NA
4/9/25 12:15,6.39,7.03,7,7,NA
4/9/25 12:30,6.39,7.16,7,7,NA
4/9/25 12:45,6.48,6.65,7,7,NA
4/9/25 13:00,6.43,6.69,7,7,NA
4/9/25 13:15,6.43,6.69,7,7,NA
4/9/25 13:30,6.43,6.6,7,7,NA
4/9/25 13:45,6.43,6.43,7,7,NA
4/9/25 14:00,6.35,6.65,7,7,NA
4/9/25 14:15,6.56,6.9,7,7,NA
4/9/25 14:30,6.52,7.03,7,7,NA
4/9/25 14:45,6.3,6.99,7,7,NA
4/9/25 15:00,6.3,6.82,7,7,NA
4/9/25 15:15,6.26,6.9,7,7,NA
4/9/25 15:30,6.26,7.08,7,7,NA
4/9/25 15:45,6.26,6.86,7,7,NA
4/9/25 16:00,6.26,6.6,7,7,NA
4/9/25 16:15,6.26,7.2,7,7,NA
4/9/25 16:30,6.26,6.39,7,7,NA
4/9/25 16:45,6.3,6.3,7,7,NA
4/9/25 17:00,6.26,6.22,7,7,NA
4/9/25 17:15,6.26,6.26,7,7,NA
4/9/25 17:30,6.26,6.56,7,7,NA
4/9/25 17:45,6.3,6.35,7,7,NA
4/9/25 18:00,6.3,6.39,7,7,NA
4/9/25 18:15,6.17,6.17,7,7,NA
4/9/25 18:30,6.22,6.17,7,7,NA
4/9/25 18:45,6.35,6.6,7,7,NA
4/9/25 19:00,6.35,6.73,7,7,NA
4/9/25 19:15,6.39,6.65,7,7,NA
4/9/25 19:30,6.48,6.48,7,7,NA
4/9/25 19:45,6.48,6.48,7,7,NA
4/9/25 20:00,6.48,6.52,7,7,NA
4/9/25 20:15,6.48,6.69,7,7,NA
4/9/25 20:30,6.6,6.78,7,7,NA
4/9/25 20:45,6.3,6.69,7,7,NA
4/9/25 21:00,6.22,6.73,7,7,NA
4/9/25 21:15,6.39,6.65,7,7,NA
4/9/25 21:30,6.48,6.6,7,7,NA
4/9/25 21:45,6.52,6.56,7,7,NA
4/9/25 22:00,6.43,6.65,7,7,NA
4/9/25 22:15,6.56,6.73,7,7,NA
4/9/25 22:30,6.73,6.73,7,7,NA
4/9/25 22:45,6.69,6.69,7,7,NA
4/9/25 23:00,6.73,6.65,7,7,NA
4/9/25 23:15,6.73,6.69,7,7,NA
4/9/25 23:30,6.65,6.65,7,7,NA
4/9/25 23:45,6.65,6.69,7,7,NA
4/10/25 0:00,6.78,6.69,7,7,7
4/10/25 0:15,6.73,6.73,7,7,7
4/10/25 0:30,6.78,6.73,7,7,7
4/10/25 0:45,6.6,6.65,7,7,7
4/10/25 1:00,6.69,6.69,7,7,7
4/10/25 1:15,6.43,6.69,7,7,7
4/10/25 1:30,6.35,6.73,7,7,7
4/10/25 1:45,6.35,6.73,7,7,7
4/10/25 2:00,6.35,6.39,7,7,7
4/10/25 2:15,6.35,6.35,7,7,7
4/10/25 2:30,6.35,6.39,7,7,7
4/10/25 2:45,6.26,6.22,7,7,7
4/10/25 3:00,6.26,6.26,7,7,7
4/10/25 3:15,6.35,6.3,7,7,7
4/10/25 3:30,6.48,6.48,7,7,7
4/10/25 3:45,6.48,6.6,7,7,7
4/10/25 4:00,6.6,6.52,7,7,7
4/10/25 4:15,6.43,6.56,7,7,7
4/10/25 4:30,6.39,6.52,7,7,7
4/10/25 4:45,6.52,6.48,7,7,7
4/10/25 5:00,6.3,6.56,7,7,7
4/10/25 5:15,6.3,6.39,7,7,7
4/10/25 5:30,6.26,6.43,7,7,7
4/10/25 5:45,6.35,6.39,7,7,7
4/10/25 6:00,6.3,6.35,7,7,7
4/10/25 6:15,6.26,6.26,7,7,7
4/10/25 6:30,6.3,6.26,7,7,7
4/10/25 6:45,6.26,6.17,7,7,7
4/10/25 7:00,6.26,6.22,7,7,7
4/10/25 7:15,6.26,6.3,7,7,7
4/10/25 7:30,6.3,6.43,7,7,7
4/10/25 7:45,6.35,6.35,7,7,7
4/10/25 8:00,6.35,6.26,7,7,7
4/10/25 8:15,6.3,6.26,7,7,7
4/10/25 8:30,6.26,6.3,7,7,7
4/10/25 8:45,6.26,6.3,7,7,7
4/10/25 9:00,6.26,6.35,7,7,7
4/10/25 9:15,6.3,6.43,7,7,7
4/10/25 9:30,6.3,6.26,7,7,7
4/10/25 9:45,6.3,6.3,7,7,7
4/10/25 10:00,6.26,6.3,7,7,7
4/10/25 10:15,6.22,6.26,7,7,7
4/10/25 10:30,6.26,6.52,7,7,7
4/10/25 10:45,6.39,6.6,7,7,7
4/10/25 11:00,6.48,6.69,7,7,7
4/10/25 11:15,6.39,6.82,7,7,7
4/10/25 11:30,6.52,6.95,7,7,7
4/10/25 11:45,6.65,7.03,7,7,7
4/10/25 12:00,6.78,7.08,7,7,7
4/10/25 12:15,6.69,7.12,7,7,7
4/10/25 12:30,6.43,6.99,7,7,7
4/10/25 12:45,6.43,6.99,7,7,7
4/10/25 13:00,6.39,6.52,7,7,7
4/10/25 13:15,6.35,6.39,7,7,7
4/10/25 13:30,6.3,6.69,7,7,7
4/10/25 13:45,6.35,6.78,7,7,7
4/10/25 14:00,6.35,6.56,7,7,7
4/10/25 14:15,6.35,6.56,7,7,7
4/10/25 14:30,6.43,6.52,7,7,7
4/10/25 14:45,6.39,6.52,7,7,7
4/10/25 15:00,6.35,6.48,7,7,7
4/10/25 15:15,6.26,6.43,7,7,7
4/10/25 15:30,6.17,7.03,7,7,7
4/10/25 15:45,6.22,7.2,7,7,7
4/10/25 16:00,6.3,7.12,7,7,7
4/10/25 16:15,6.26,7.03,7,7,7
4/10/25 16:30,6.22,7.08,7,7,7
4/10/25 16:45,6.26,6.6,7,7,7
4/10/25 17:00,6.26,6.6,7,7,7
4/10/25 17:15,6.26,6.26,7,7,7
4/10/25 17:30,6.26,6.22,7,7,7
4/10/25 17:45,6.26,6.17,7,7,7
4/10/25 18:00,6.22,6.22,7,7,7
4/10/25 18:15,6.22,6.17,7,7,7
4/10/25 18:30,6.22,6.17,7,7,7
4/10/25 18:45,6.26,6.22,7,7,7
4/10/25 19:00,6.22,6.17,7,7,7
4/10/25 19:15,6.22,6.26,7,7,7
4/10/25 19:30,6.3,6.52,7,7,7
4/10/25 19:45,6.3,6.52,7,7,7
4/10/25 20:00,6.35,6.48,7,7,7
4/10/25 20:15,6.35,6.39,7,7,7
4/10/25 20:30,6.39,6.43,7,7,7
4/10/25 20:45,6.35,6.35,7,7,7
4/10/25 21:00,6.39,6.35,7,7,7
4/10/25 21:15,6.26,6.35,7,7,7
4/10/25 21:30,6.3,6.26,7,7,7
4/10/25 21:45,6.26,6.35,7,7,7
4/10/25 22:00,6.26,6.52,7,7,7
4/10/25 22:15,6.3,6.52,7,7,7
4/10/25 22:30,6.26,6.52,7,7,7
4/10/25 22:45,6.3,6.52,7,7,7
4/10/25 23:00,6.3,6.52,7,7,7
4/10/25 23:15,6.3,6.52,7,7,7
4/10/25 23:30,6.48,6.56,7,7,7
4/10/25 23:45,6.56,6.65,7,7,7
4/19/25 0:00,6.13,6.52,8,NA,NA
4/19/25 0:15,6.35,6.48,8,NA,NA
4/19/25 0:30,6.3,6.39,8,NA,NA
4/19/25 0:45,6.22,6.35,8,NA,NA
4/19/25 1:00,6.17,6.39,8,NA,NA
4/19/25 1:15,6.22,6.43,8,NA,NA
4/19/25 1:30,6.17,6.56,8,NA,NA
4/19/25 1:45,6.17,6.65,8,NA,NA
4/19/25 2:00,6.09,6.73,8,NA,NA
4/19/25 2:15,6.09,6.69,8,NA,NA
4/19/25 2:30,6.05,6.82,8,NA,NA
4/19/25 2:45,6,6.9,8,NA,NA
4/19/25 3:00,6.13,6.95,8,NA,NA
4/19/25 3:15,6.6,6.9,8,NA,NA
4/19/25 3:30,6.22,6.82,8,NA,NA
4/19/25 3:45,6.39,7.03,8,NA,NA
4/19/25 4:00,6.65,7.12,8,NA,NA
4/19/25 4:15,6.48,7.08,8,NA,NA
4/19/25 4:30,6,6.95,8,NA,NA
4/19/25 4:45,6.39,7.12,8,NA,NA
4/19/25 5:00,6.56,7.2,8,NA,NA
4/19/25 5:15,6.78,7.03,8,NA,NA
4/19/25 5:30,6.69,6.99,8,NA,NA
4/19/25 5:45,6.26,7.12,8,NA,NA
4/19/25 6:00,6.22,7.08,8,NA,NA
4/19/25 6:15,6.65,7.12,8,NA,NA
4/19/25 6:30,6.13,7.16,8,NA,NA
4/19/25 6:45,6.05,7.2,8,NA,NA
4/19/25 7:00,6.09,7.12,8,NA,NA
4/19/25 7:15,6.05,6.82,8,NA,NA
4/19/25 7:30,6.13,6.3,8,NA,NA
4/19/25 7:45,6.13,6.13,8,NA,NA
4/19/25 8:00,6.13,6.13,8,NA,NA
4/19/25 8:15,6.22,6.22,8,NA,NA
4/19/25 8:30,6.22,6.17,8,NA,NA
4/19/25 8:45,6.26,6.22,8,NA,NA
4/19/25 9:00,6.26,7.12,8,NA,NA
4/19/25 9:15,6.26,7.25,8,NA,NA
4/19/25 9:30,6.39,7.25,8,NA,NA
4/19/25 9:45,6.35,7.2,8,NA,NA
4/19/25 10:00,6.39,7.03,8,NA,NA
4/19/25 10:15,6.39,6.65,8,NA,NA
4/19/25 10:30,6.39,7.29,8,NA,NA
4/19/25 10:45,6.48,7.2,8,NA,NA
4/19/25 11:00,6.82,7.25,8,NA,NA
4/19/25 11:15,6.95,7.08,8,NA,NA
4/19/25 11:30,6.9,6.99,8,NA,NA
4/19/25 11:45,6.13,6.95,8,NA,NA
4/19/25 12:00,6.3,6.86,8,NA,NA
4/19/25 12:15,6.35,6.9,8,NA,NA
4/19/25 12:30,6.39,6.86,8,NA,NA
4/19/25 12:45,6.35,6.9,8,NA,NA
4/19/25 13:00,6.35,6.78,8,NA,NA
4/19/25 13:15,6.35,6.86,8,NA,NA
4/19/25 13:30,6.39,6.82,8,NA,NA
4/19/25 13:45,6.48,6.86,8,NA,NA
4/19/25 14:00,6.52,7.03,8,NA,NA
4/19/25 14:15,6.43,6.86,8,NA,NA
4/19/25 14:30,6.3,7.03,8,NA,NA
4/19/25 14:45,6.73,7.16,8,NA,NA
4/19/25 15:00,6.65,7.12,8,NA,NA
4/19/25 15:15,6.52,7.25,8,NA,NA
4/19/25 15:30,6.3,7.25,8,NA,NA
