YYYY MM DD hh  WD  WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS  TIDE
2004 11 13 14  25  7.0 12.2 99.00 99.00 99.00 999 1027.2  -0.1   9.1 999.0 99.0 99.00
2004 11 13 15  18  7.2 13.1 99.00 99.00 99.00 999 1027.9  -0.1   9.0 999.0 99.0 99.00
2004 11 13 16  28  9.4 13.3 99.00 99.00 99.00 999 1027.6   0.1  10.7 999.0 99.0 99.00
2004 11 13 17  31  7.4 12.2 99.00 99.00 99.00 999 1027.2   1.1  10.0 999.0 99.0 99.00
2004 11 13 18  22  6.2  9.6 99.00 99.00 99.00 999 1027.1   2.3   9.9 999.0 99.0 99.00
2004 11 13 19  32  6.0 10.5 99.00 99.00 99.00 999 1027.3   3.4  10.1 999.0 99.0 99.00
2004 11 13 20  32  6.5 10.6 99.00 99.00 99.00 999 1028.2   4.1  10.1 999.0 99.0 99.00
2004 11 13 21  32  8.6 11.2 99.00 99.00 99.00 999 1028.7   4.5  10.1 999.0 99.0 99.00
2004 11 13 22  30  6.6 10.2 99.00 99.00 99.00 999 1029.5   4.3  10.0 999.0 99.0 99.00
2004 11 13 23  28  7.6  9.6 99.00 99.00 99.00 999 1030.2   4.0  10.0 999.0 99.0 99.00
2004 11 14 00  24  4.4  7.2 99.00 99.00 99.00 999 1031.0   3.8  10.0 999.0 99.0 99.00
2004 11 14 01  23  8.8 13.2 99.00 99.00 99.00 999 1031.7   2.8   9.2 999.0 99.0 99.00
2004 11 14 02  16  6.5 12.6 99.00 99.00 99.00 999 1032.1   2.1   8.8 999.0 99.0 99.00
2004 11 14 03  20  7.4  9.9 99.00 99.00 99.00 999 1032.4   1.5   9.2 999.0 99.0 99.00
2004 11 14 04  16  5.4 12.6 99.00 99.00 99.00 999 1033.2   0.9   9.3 999.0 99.0 99.00
2004 11 14 05  10  7.2 12.8 99.00 99.00 99.00 999 1033.6   0.4   9.4 999.0 99.0 99.00
2004 11 14 06  20  7.2 13.0 99.00 99.00 99.00 999 1034.1   0.0   9.4 999.0 99.0 99.00
2004 11 14 07   9  6.8 10.8 99.00 99.00 99.00 999 1034.5  -0.7   9.4 999.0 99.0 99.00
2004 11 14 08   6  6.5  9.6 99.00 99.00 99.00 999 1034.9  -1.4   9.4 999.0 99.0 99.00
2004 11 14 11  15  6.7 10.1 99.00 99.00 99.00 999 1036.3  -1.8   9.1 999.0 99.0 99.00
2004 11 14 12 355  4.5 10.5 99.00 99.00 99.00 999 1036.8  -1.1   9.4 999.0 99.0 99.00
2004 11 14 13  27  6.0  9.3 99.00 99.00 99.00 999 1037.5  -0.2   9.4 999.0 99.0 99.00
2004 11 14 14  12  5.9 11.8 99.00 99.00 99.00 999 1037.5   1.2   8.3 999.0 99.0 99.00
2004 11 14 15  12  6.2 10.0 99.00 99.00 99.00 999 1037.1   2.5   7.9 999.0 99.0 99.00
2004 11 14 16  15  5.1  8.9 99.00 99.00 99.00 999 1036.2   4.0   8.3 999.0 99.0 99.00
2004 11 14 17  18  4.6  6.5 99.00 99.00 99.00 999 1034.8   5.2   8.5 999.0 99.0 99.00
2004 11 14 18   3  4.3  6.7 99.00 99.00 99.00 999 1033.9   6.7   8.3 999.0 99.0 99.00
2004 11 14 19   3  4.8  7.4 99.00 99.00 99.00 999 1033.1   7.7   8.4 999.0 99.0 99.00
2004 11 14 20 322  5.9  7.3 99.00 99.00 99.00 999 1032.7   8.0   8.5 999.0 99.0 99.00
2004 11 14 21 329  4.0  7.5 99.00 99.00 99.00 999 1032.5   7.7   8.5 999.0 99.0 99.00
2004 11 14 22 302  3.0  4.1 99.00 99.00 99.00 999 1032.4   6.6   8.5 999.0 99.0 99.00
2004 11 14 23 306  3.4  5.4 99.00 99.00 99.00 999 1032.3   6.2   8.4 999.0 99.0 99.00
2004 11 15 00 324  3.2  7.1 99.00 99.00 99.00 999 1032.5   5.9   9.0 999.0 99.0 99.00
2004 11 15 01 333  2.1  4.2 99.00 99.00 99.00 999 1032.6   5.6   8.6 999.0 99.0 99.00
2004 11 15 02 322  3.0  5.1 99.00 99.00 99.00 999 1032.5   5.3   8.6 999.0 99.0 99.00
2004 11 15 03 354  4.3  5.6 99.00 99.00 99.00 999 1032.3   5.4   8.4 999.0 99.0 99.00
2004 11 15 04   5  2.0  4.8 99.00 99.00 99.00 999 1032.0   5.0   8.5 999.0 99.0 99.00
2004 11 15 05 356  3.3  5.6 99.00 99.00 99.00 999 1031.8   4.7   8.4 999.0 99.0 99.00
2004 11 15 06 357  2.5  4.4 99.00 99.00 99.00 999 1031.7   4.6   8.7 999.0 99.0 99.00
2004 11 15 07 357  4.3  5.5 99.00 99.00 99.00 999 1031.8   4.2   8.7 999.0 99.0 99.00
2004 11 15 08 351  1.7  3.1 99.00 99.00 99.00 999 1031.2   3.9   8.7 999.0 99.0 99.00
2004 11 15 10 356  4.7  7.2 99.00 99.00 99.00 999 1031.0   4.2   8.4 999.0 99.0 99.00
2004 11 15 11 354  4.0  6.6 99.00 99.00 99.00 999 1031.0   4.0   8.6 999.0 99.0 99.00
2004 11 15 12   7  4.1  6.9 99.00 99.00 99.00 999 1031.1   4.8   8.7 999.0 99.0 99.00
2004 11 15 13  11  3.8  5.8 99.00 99.00 99.00 999 1031.8   6.3   8.8 999.0 99.0 99.00
2004 11 15 14   4  4.5  6.7 99.00 99.00 99.00 999 1031.7   8.6   9.0 999.0 99.0 99.00
2004 11 15 15  13  5.0  8.8 99.00 99.00 99.00 999 1031.3   8.8   8.7 999.0 99.0 99.00
2004 11 15 16  15  3.9  5.9 99.00 99.00 99.00 999 1030.2   9.6   8.8 999.0 99.0 99.00
2004 11 15 17  22  4.9  7.9 99.00 99.00 99.00 999 1029.6  10.4   8.8 999.0 99.0 99.00
2004 11 15 18  19  3.7  5.4 99.00 99.00 99.00 999 1028.8  11.3   9.0 999.0 99.0 99.00
2004 11 15 19  19  0.6  3.6 99.00 99.00 99.00 999 1028.0  12.7   9.4 999.0 99.0 99.00
2004 11 15 20  48  0.1  0.6 99.00 99.00 99.00 999 1027.9  11.6   9.0 999.0 99.0 99.00
2004 11 15 21 217  0.0 99.0 99.00 99.00 99.00 999 1028.1  11.2   9.4 999.0 99.0 99.00
2004 11 15 22 222  0.0 99.0 99.00 99.00 99.00 999 1028.4  10.6   9.3 999.0 99.0 99.00
2004 11 15 23 241  0.0 99.0 99.00 99.00 99.00 999 1028.3   9.4   9.5 999.0 99.0 99.00
2004 11 16 00 288  0.9  3.3 99.00 99.00 99.00 999 1028.0   9.3   9.6 999.0 99.0 99.00
2004 11 16 01 304  2.6  4.8 99.00 99.00 99.00 999 1027.8   8.9   9.8 999.0 99.0 99.00
2004 11 16 02 323  3.4  4.4 99.00 99.00 99.00 999 1027.6   7.7  10.2 999.0 99.0 99.00
2004 11 16 03 335  2.3  4.7 99.00 99.00 99.00 999 1027.3   7.4   9.1 999.0 99.0 99.00
2004 11 16 04   8  1.8  3.3 99.00 99.00 99.00 999 1027.4   7.1   9.0 999.0 99.0 99.00
2004 11 16 05   6  3.1  5.5 99.00 99.00 99.00 999 1027.4   7.4   9.1 999.0 99.0 99.00
2004 11 16 06 349  3.4  4.9 99.00 99.00 99.00 999 1027.1   7.0   9.0 999.0 99.0 99.00
2004 11 16 07 355  2.2  4.1 99.00 99.00 99.00 999 1027.4   7.0   9.2 999.0 99.0 99.00
2004 11 16 09  21  3.6  5.2 99.00 99.00 99.00 999 1027.5   6.6   9.1 999.0 99.0 99.00
2004 11 16 10  22  2.8  3.9 99.00 99.00 99.00 999 1027.9   6.0   9.0 999.0 99.0 99.00
2004 11 16 12  12  0.1  3.2 99.00 99.00 99.00 999 1028.3   6.1   9.1 999.0 99.0 99.00
2004 11 16 13  14  1.4  3.8 99.00 99.00 99.00 999 1028.4   6.7   9.1 999.0 99.0 99.00
2004 11 16 14 358  1.3  3.2 99.00 99.00 99.00 999 1028.5   8.2   9.4 999.0 99.0 99.00
2004 11 16 15  42  2.5  4.2 99.00 99.00 99.00 999 1028.3   7.3   9.2 999.0 99.0 99.00
2004 11 16 16  41  3.3  4.9 99.00 99.00 99.00 999 1027.7   7.8   9.0 999.0 99.0 99.00
2004 11 16 17  36  2.1  4.7 99.00 99.00 99.00 999 1026.8   8.7   9.0 999.0 99.0 99.00
2004 11 16 18  35  2.5  4.3 99.00 99.00 99.00 999 1026.0   8.4   9.1 999.0 99.0 99.00
2004 11 16 19  49  4.3  5.2 99.00 99.00 99.00 999 1025.8   8.4   9.2 999.0 99.0 99.00
2004 11 16 20  50  2.8  3.5 99.00 99.00 99.00 999 1025.8   8.8   9.5 999.0 99.0 99.00
2004 11 16 21  49  2.8  3.8 99.00 99.00 99.00 999 1025.7   8.8  10.1 999.0 99.0 99.00
2004 11 16 22  57  0.1  4.0 99.00 99.00 99.00 999 1026.0   7.3  10.2 999.0 99.0 99.00
2004 11 16 23  46  0.0 99.0 99.00 99.00 99.00 999 1026.2   6.0  10.1 999.0 99.0 99.00
2004 11 17 00 344  0.0 99.0 99.00 99.00 99.00 999 1026.5   5.0  10.2 999.0 99.0 99.00
2004 11 17 01  79  0.0 99.0 99.00 99.00 99.00 999 1026.1   4.4  10.3 999.0 99.0 99.00
2004 11 17 02 126  0.0  0.5 99.00 99.00 99.00 999 1026.2   4.1  10.2 999.0 99.0 99.00
2004 11 17 03  43  0.0 99.0 99.00 99.00 99.00 999 1026.3   4.7   9.8 999.0 99.0 99.00
2004 11 17 04  57  0.0 99.0 99.00 99.00 99.00 999 1026.1   4.4   9.7 999.0 99.0 99.00
2004 11 17 05  18  0.0  1.5 99.00 99.00 99.00 999 1026.0   4.5   9.4 999.0 99.0 99.00
2004 11 17 06  73  0.0 99.0 99.00 99.00 99.00 999 1025.8   3.7   9.2 999.0 99.0 99.00
2004 11 17 07  63  0.0 99.0 99.00 99.00 99.00 999 1026.1   3.5   9.1 999.0 99.0 99.00
2004 11 17 08  31  1.7  2.7 99.00 99.00 99.00 999 1025.8   3.7   9.3 999.0 99.0 99.00
2004 11 17 09   8  2.2  3.3 99.00 99.00 99.00 999 1026.1   3.7   9.6 999.0 99.0 99.00
2004 11 17 10  31  2.1  3.2 99.00 99.00 99.00 999 1026.2   3.4   9.5 999.0 99.0 99.00
2004 11 17 11  34  1.4  2.9 99.00 99.00 99.00 999 1026.6   3.3   9.8 999.0 99.0 99.00
2004 11 17 12  44  2.2  3.2 99.00 99.00 99.00 999 1026.8   3.3   9.7 999.0 99.0 99.00
2004 11 17 13  27  1.6  4.0 99.00 99.00 99.00 999 1027.3   4.7   9.6 999.0 99.0 99.00
2004 11 17 14  33  1.8  4.0 99.00 99.00 99.00 999 1027.4   5.4   9.6 999.0 99.0 99.00
2004 11 17 15  17  1.6  3.8 99.00 99.00 99.00 999 1027.5   7.4   9.3 999.0 99.0 99.00
2004 11 17 16 354  0.6  3.1 99.00 99.00 99.00 999 1026.8   9.2   9.7 999.0 99.0 99.00
2004 11 17 17  68  0.0 99.0 99.00 99.00 99.00 999 1026.0   8.9   9.5 999.0 99.0 99.00
2004 11 17 18 195  0.0 99.0 99.00 99.00 99.00 999 1025.2   9.3   9.5 999.0 99.0 99.00
2004 11 17 19 280  0.0  2.3 99.00 99.00 99.00 999 1024.9  11.3   9.5 999.0 99.0 99.00
2004 11 17 20 248  1.1  1.8 99.00 99.00 99.00 999 1025.0  10.2   9.6 999.0 99.0 99.00
2004 11 17 21 231  1.6  2.6 99.00 99.00 99.00 999 1025.4   9.0   9.8 999.0 99.0 99.00
2004 11 17 22 999  0.5  2.4 99.00 99.00 99.00 999 1025.4   8.8  10.0 999.0 99.0 99.00
2004 11 17 23 999  0.0 99.0 99.00 99.00 99.00 999 1025.3   7.8  10.1 999.0 99.0 99.00
2004 11 18 00 999  0.0 99.0 99.00 99.00 99.00 999 1025.2   6.5  10.1 999.0 99.0 99.00
2004 11 18 01 999  0.0 99.0 99.00 99.00 99.00 999 1025.0   6.0  10.1 999.0 99.0 99.00
2004 11 18 02 999  0.0 99.0 99.00 99.00 99.00 999 1024.7   6.7  10.2 999.0 99.0 99.00
2004 11 18 03 999  0.0 99.0 99.00 99.00 99.00 999 1024.5   6.0  10.2 999.0 99.0 99.00
2004 11 18 04 999  0.0 99.0 99.00 99.00 99.00 999 1024.3   6.3  10.1 999.0 99.0 99.00
2004 11 18 06 999  0.0 99.0 99.00 99.00 99.00 999 1023.4   7.4   9.6 999.0 99.0 99.00
2004 11 18 07 999  0.9  1.4 99.00 99.00 99.00 999 1023.5   7.5   9.4 999.0 99.0 99.00
2004 11 18 08 999  0.0  0.6 99.00 99.00 99.00 999 1022.9   8.8   9.6 999.0 99.0 99.00
2004 11 18 09 999  0.0 99.0 99.00 99.00 99.00 999 1022.5   8.7   9.6 999.0 99.0 99.00
2004 11 18 10 999  1.4  2.9 99.00 99.00 99.00 999 1022.4   8.7   9.5 999.0 99.0 99.00
2004 11 18 11 999  0.0 99.0 99.00 99.00 99.00 999 1022.6   8.6   9.4 999.0 99.0 99.00
2004 11 18 12 999  0.0 99.0 99.00 99.00 99.00 999 1022.9   7.4   9.6 999.0 99.0 99.00
2004 11 18 13 999  0.0 99.0 99.00 99.00 99.00 999 1023.3   8.8   9.6 999.0 99.0 99.00
2004 11 18 14 999  2.8  3.6 99.00 99.00 99.00 999 1023.1   9.6   9.7 999.0 99.0 99.00
2004 11 18 15 999  2.2  4.1 99.00 99.00 99.00 999 1022.9   9.9  10.0 999.0 99.0 99.00
2004 11 18 16 999  2.8  3.1 99.00 99.00 99.00 999 1021.8  10.6  10.0 999.0 99.0 99.00
2004 11 18 17 999  3.6  4.4 99.00 99.00 99.00 999 1020.8  11.4   9.9 999.0 99.0 99.00
2004 11 18 18 999  6.1  7.2 99.00 99.00 99.00 999 1020.1  11.9  10.0 999.0 99.0 99.00
2004 11 18 19 999  5.5  6.9 99.00 99.00 99.00 999 1019.5  12.1  10.0 999.0 99.0 99.00
2004 11 18 20 999  4.9  6.9 99.00 99.00 99.00 999 1019.3  11.6  10.2 999.0 99.0 99.00
2004 11 18 21 999  5.1  6.2 99.00 99.00 99.00 999 1019.6  10.9  10.0 999.0 99.0 99.00
2004 11 18 22 999  2.9  4.0 99.00 99.00 99.00 999 1020.0  10.7  10.1 999.0 99.0 99.00
2004 11 18 23 999  1.1  3.8 99.00 99.00 99.00 999 1019.8  10.4  10.1 999.0 99.0 99.00
2004 11 19 00 999  2.2  3.2 99.00 99.00 99.00 999 1020.0  10.7  10.0 999.0 99.0 99.00
2004 11 19 01 999  2.5  4.0 99.00 99.00 99.00 999 1020.0  11.1  10.1 999.0 99.0 99.00
2004 11 19 02 999  2.6  4.0 99.00 99.00 99.00 999 1019.9  11.0  10.1 999.0 99.0 99.00
2004 11 19 03 999  3.6  4.6 99.00 99.00 99.00 999 1019.4  10.8  10.1 999.0 99.0 99.00
2004 11 19 04 999  3.3  4.5 99.00 99.00 99.00 999 1018.8  10.6  10.1 999.0 99.0 99.00
2004 11 19 05 999  1.9  4.1 99.00 99.00 99.00 999 1018.7  10.5  10.1 999.0 99.0 99.00
2004 11 19 06 999  3.0  5.0 99.00 99.00 99.00 999 1018.4  10.7  10.0 999.0 99.0 99.00
2004 11 19 07 999  0.3  2.2 99.00 99.00 99.00 999 1018.7  10.6  10.0 999.0 99.0 99.00
2004 11 19 08 999  2.8  3.7 99.00 99.00 99.00 999 1018.2  10.7   9.9 999.0 99.0 99.00
2004 11 19 09 999  0.6  1.5 99.00 99.00 99.00 999 1018.2  10.1   9.9 999.0 99.0 99.00
2004 11 19 10 999  1.1  2.5 99.00 99.00 99.00 999 1018.5  10.5  10.0 999.0 99.0 99.00
2004 11 19 11 999  1.3  2.9 99.00 99.00 99.00 999 1018.7  10.3  10.0 999.0 99.0 99.00
2004 11 19 12 999  0.8  2.4 99.00 99.00 99.00 999 1019.0  10.1  10.1 999.0 99.0 99.00
2004 11 19 13 999  0.8  1.4 99.00 99.00 99.00 999 1019.5  10.3  10.1 999.0 99.0 99.00
2004 11 19 14 999  0.0  1.9 99.00 99.00 99.00 999 1019.7  10.9  10.2 999.0 99.0 99.00
2004 11 19 15 999  2.1  2.8 99.00 99.00 99.00 999 1019.4  11.3  10.2 999.0 99.0 99.00
2004 11 19 16 999  0.2  1.1 99.00 99.00 99.00 999 1019.1  12.8  10.1 999.0 99.0 99.00
2004 11 19 17 999  0.0  2.8 99.00 99.00 99.00 999 1018.4  12.9  10.1 999.0 99.0 99.00
2004 11 19 18 999  0.7  1.6 99.00 99.00 99.00 999 1018.1  14.0  10.2 999.0 99.0 99.00
2004 11 19 19 999  0.0 99.0 99.00 99.00 99.00 999 1017.8  16.4  10.5 999.0 99.0 99.00
2004 11 19 20 999  0.0  1.4 99.00 99.00 99.00 999 1018.1  15.6  10.5 999.0 99.0 99.00
2004 11 19 21 999  2.0  3.7 99.00 99.00 99.00 999 1018.7  14.4  10.4 999.0 99.0 99.00
2004 11 19 22 999  1.4  5.3 99.00 99.00 99.00 999 1019.5  13.7  10.4 999.0 99.0 99.00
2004 11 19 23 999  0.0  1.4 99.00 99.00 99.00 999 1020.1  12.1  10.4 999.0 99.0 99.00
2004 11 20 00 999  3.0  3.8 99.00 99.00 99.00 999 1020.8  12.1  10.4 999.0 99.0 99.00
2004 11 20 01 999  0.9  3.1 99.00 99.00 99.00 999 1021.3  10.6  10.4 999.0 99.0 99.00
2004 11 20 02 999  3.1  5.1 99.00 99.00 99.00 999 1021.6  10.1  10.4 999.0 99.0 99.00
2004 11 20 03 999  0.6  2.5 99.00 99.00 99.00 999 1022.3   8.8  10.4 999.0 99.0 99.00
2004 11 20 04 999  3.3  4.2 99.00 99.00 99.00 999 1022.6   8.2  10.4 999.0 99.0 99.00
2004 11 20 05 999  3.6  5.6 99.00 99.00 99.00 999 1022.6   8.0  10.4 999.0 99.0 99.00
2004 11 20 06 999  4.3  5.7 99.00 99.00 99.00 999 1022.3   7.7  10.4 999.0 99.0 99.00
2004 11 20 07 999  3.4  7.4 99.00 99.00 99.00 999 1022.7   6.9  10.3 999.0 99.0 99.00
2004 11 20 08 999  2.2  3.4 99.00 99.00 99.00 999 1022.9   6.4  10.1 999.0 99.0 99.00
2004 11 20 09 999  3.1  4.5 99.00 99.00 99.00 999 1023.0   6.0   9.9 999.0 99.0 99.00
2004 11 20 10 999  3.4  4.7 99.00 99.00 99.00 999 1023.3   5.8   9.7 999.0 99.0 99.00
2004 11 20 11 999  2.7  4.0 99.00 99.00 99.00 999 1023.6   5.8  10.0 999.0 99.0 99.00
2004 11 20 12 999  3.5  5.0 99.00 99.00 99.00 999 1023.8   4.9  10.5 999.0 99.0 99.00
2004 11 20 13 999  3.1  5.1 99.00 99.00 99.00 999 1024.4   5.3  10.4 999.0 99.0 99.00
2004 11 20 14 999  1.6  4.9 99.00 99.00 99.00 999 1024.6   5.8  10.2 999.0 99.0 99.00
2004 11 20 15 999  1.6  4.6 99.00 99.00 99.00 999 1024.4   6.7  10.4 999.0 99.0 99.00
2004 11 20 16 999  1.4  2.8 99.00 99.00 99.00 999 1024.4   8.7  10.5 999.0 99.0 99.00
2004 11 20 17 999  2.9  4.2 99.00 99.00 99.00 999 1023.7   8.8  10.4 999.0 99.0 99.00
2004 11 20 18 999  2.5  3.5 99.00 99.00 99.00 999 1023.7   8.6  10.4 999.0 99.0 99.00
2004 11 20 19 999  3.2  4.0 99.00 99.00 99.00 999 1023.1   8.5  10.4 999.0 99.0 99.00
2004 11 20 20 999  1.9  3.8 99.00 99.00 99.00 999 1023.4   8.4  10.4 999.0 99.0 99.00
2004 11 20 21 999  1.8  3.8 99.00 99.00 99.00 999 1023.4   8.4  10.2 999.0 99.0 99.00
2004 11 20 22 999  0.0  2.3 99.00 99.00 99.00 999 1023.4   7.9  10.1 999.0 99.0 99.00
2004 11 20 23 999  2.2  3.8 99.00 99.00 99.00 999 1023.7   8.0  10.2 999.0 99.0 99.00
2004 11 21 00 999  1.0  3.0 99.00 99.00 99.00 999 1024.2   7.9  10.1 999.0 99.0 99.00
2004 11 21 01 999  0.0  3.1 99.00 99.00 99.00 999 1023.9   7.7  10.2 999.0 99.0 99.00
2004 11 21 02 999  2.8  4.5 99.00 99.00 99.00 999 1024.2   7.1  10.3 999.0 99.0 99.00
2004 11 21 03 999  3.9  5.8 99.00 99.00 99.00 999 1024.4   6.7  10.3 999.0 99.0 99.00
2004 11 21 04 999  3.3  4.4 99.00 99.00 99.00 999 1024.7   6.7  10.3 999.0 99.0 99.00
2004 11 21 05 999  1.8  5.1 99.00 99.00 99.00 999 1025.1   6.5  10.3 999.0 99.0 99.00
2004 11 21 06 999  4.0  6.8 99.00 99.00 99.00 999 1024.1   6.0  10.3 999.0 99.0 99.00
2004 11 21 07 999  3.8  6.3 99.00 99.00 99.00 999 1024.1   6.0  10.0 999.0 99.0 99.00
2004 11 21 08 999  2.2  4.8 99.00 99.00 99.00 999 1023.9   6.3   9.9 999.0 99.0 99.00
2004 11 21 09 999  0.8  5.2 99.00 99.00 99.00 999 1023.7   6.6   9.9 999.0 99.0 99.00
2004 11 21 10 999  2.9  4.9 99.00 99.00 99.00 999 1023.7   6.7   9.9 999.0 99.0 99.00
2004 11 21 11 999  1.2  5.0 99.00 99.00 99.00 999 1024.0   6.6   9.9 999.0 99.0 99.00
2004 11 21 12 999  2.3  3.8 99.00 99.00 99.00 999 1024.2   6.3  10.3 999.0 99.0 99.00
2004 11 21 13 999  1.2  3.4 99.00 99.00 99.00 999 1024.8   6.5  10.5 999.0 99.0 99.00
2004 11 21 14 999  0.4  2.7 99.00 99.00 99.00 999 1025.0   7.0  10.5 999.0 99.0 99.00
2004 11 21 15 999  0.1  3.2 99.00 99.00 99.00 999 1025.1   7.5  10.5 999.0 99.0 99.00
2004 11 21 16 999  0.2  3.0 99.00 99.00 99.00 999 1024.4   7.5  10.5 999.0 99.0 99.00
2004 11 21 17 999  0.0 99.0 99.00 99.00 99.00 999 1023.8   8.1  10.5 999.0 99.0 99.00
2004 11 21 18 999  1.6  3.3 99.00 99.00 99.00 999 1023.4   7.7  10.6 999.0 99.0 99.00
2004 11 21 19 999  0.6  3.1 99.00 99.00 99.00 999 1023.1   7.5  10.5 999.0 99.0 99.00
2004 11 21 20 999  2.1  3.2 99.00 99.00 99.00 999 1023.5   7.6  10.5 999.0 99.0 99.00
2004 11 21 21 999  0.0 99.0 99.00 99.00 99.00 999 1023.5   7.6  10.3 999.0 99.0 99.00
2004 11 21 22 999  0.0  2.3 99.00 99.00 99.00 999 1023.7   7.8  10.2 999.0 99.0 99.00
2004 11 21 23 999  0.0  1.5 99.00 99.00 99.00 999 1023.6   7.7  10.1 999.0 99.0 99.00
2004 11 22 00 999  0.0 99.0 99.00 99.00 99.00 999 1023.5   7.7  10.3 999.0 99.0 99.00
2004 11 22 01 999  0.0 99.0 99.00 99.00 99.00 999 1023.6   7.8  10.3 999.0 99.0 99.00
2004 11 22 02 999  0.0 99.0 99.00 99.00 99.00 999 1023.3   7.9  10.4 999.0 99.0 99.00
2004 11 22 04 999  0.0 99.0 99.00 99.00 99.00 999 1023.2   7.8  10.4 999.0 99.0 99.00
2004 11 22 05 999  0.8  2.7 99.00 99.00 99.00 999 1022.6   8.4  10.4 999.0 99.0 99.00
2004 11 22 06 999  0.5  2.7 99.00 99.00 99.00 999 1022.1   8.4  10.4 999.0 99.0 99.00
2004 11 22 09 999  0.0 99.0 99.00 99.00 99.00 999 1021.4   7.8  10.2 999.0 99.0 99.00
2004 11 22 10 999  0.0 99.0 99.00 99.00 99.00 999 1021.5   7.9  10.1 999.0 99.0 99.00
2004 11 22 11 999  0.0 99.0 99.00 99.00 99.00 999 1021.2   8.0   9.9 999.0 99.0 99.00
2004 11 22 12 999  0.0 99.0 99.00 99.00 99.00 999 1021.9   8.3   9.9 999.0 99.0 99.00
2004 11 22 13 999  0.0  0.1 99.00 99.00 99.00 999 1022.0   8.6  10.0 999.0 99.0 99.00
2004 11 22 14 999  0.0 99.0 99.00 99.00 99.00 999 1021.8   9.6  10.3 999.0 99.0 99.00
2004 11 22 15 999  0.0  0.4 99.00 99.00 99.00 999 1022.0   9.5  10.4 999.0 99.0 99.00
2004 11 22 16 999  0.4  2.6 99.00 99.00 99.00 999 1021.2   9.7  10.3 999.0 99.0 99.00
2004 11 22 17 999  0.0  1.8 99.00 99.00 99.00 999 1020.0  10.0  10.3 999.0 99.0 99.00
2004 11 22 18 999  0.0 99.0 99.00 99.00 99.00 999 1019.7  10.0  10.3 999.0 99.0 99.00
2004 11 22 19 999  0.0  0.8 99.00 99.00 99.00 999 1019.3   9.7  10.3 999.0 99.0 99.00
2004 11 22 20 999  0.9  2.3 99.00 99.00 99.00 999 1018.8   9.6  10.3 999.0 99.0 99.00
2004 11 22 21 999  2.0  3.2 99.00 99.00 99.00 999 1018.8   9.6  10.4 999.0 99.0 99.00
2004 11 22 22 999  0.9  2.8 99.00 99.00 99.00 999 1019.3   9.5  10.2 999.0 99.0 99.00
2004 11 22 23 999  0.0 99.0 99.00 99.00 99.00 999 1019.6   8.9  10.1 999.0 99.0 99.00
2004 11 23 00 999  0.1  2.8 99.00 99.00 99.00 999 1019.9   8.5  10.0 999.0 99.0 99.00
2004 11 23 01 999  0.0  0.5 99.00 99.00 99.00 999 1019.8   8.1  10.1 999.0 99.0 99.00
2004 11 23 02 999  0.0  1.4 99.00 99.00 99.00 999 1019.8   8.2  10.1 999.0 99.0 99.00
2004 11 23 03 999  0.0  0.3 99.00 99.00 99.00 999 1019.7   8.0  10.3 999.0 99.0 99.00
2004 11 23 04 999  0.0 99.0 99.00 99.00 99.00 999 1019.6   7.7  10.3 999.0 99.0 99.00
2004 11 23 05 999  0.3  1.2 99.00 99.00 99.00 999 1019.8   6.7  10.2 999.0 99.0 99.00
2004 11 23 06 999  0.0  1.3 99.00 99.00 99.00 999 1020.2   6.6  10.2 999.0 99.0 99.00
2004 11 23 07 999  0.2  2.6 99.00 99.00 99.00 999 1020.1   6.1  10.2 999.0 99.0 99.00
2004 11 23 08 999  0.0 99.0 99.00 99.00 99.00 999 1020.1   4.9  10.1 999.0 99.0 99.00
2004 11 23 09 999  0.9  1.4 99.00 99.00 99.00 999 1020.2   4.8  10.0 999.0 99.0 99.00
2004 11 23 10 999  0.0 99.0 99.00 99.00 99.00 999 1020.6   4.9   9.9 999.0 99.0 99.00
2004 11 23 11 999  0.0  0.6 99.00 99.00 99.00 999 1020.9   4.8   9.6 999.0 99.0 99.00
2004 11 23 13 999  0.1  1.3 99.00 99.00 99.00 999 1021.7   6.2   9.5 999.0 99.0 99.00
2004 11 23 16 999  0.0  1.0 99.00 99.00 99.00 999 1021.4  12.9  10.4 999.0 99.0 99.00
2004 11 23 17 999  2.4  3.6 99.00 99.00 99.00 999 1020.5  10.0  10.4 999.0 99.0 99.00
2004 11 23 18 999  1.8  4.8 99.00 99.00 99.00 999 1020.2   9.9  10.4 999.0 99.0 99.00
2004 11 23 19 999  3.2  4.4 99.00 99.00 99.00 999 1020.2  10.2  10.3 999.0 99.0 99.00
2004 11 23 20 999  2.4  3.8 99.00 99.00 99.00 999 1020.3  10.2  10.3 999.0 99.0 99.00
2004 11 23 21 999  3.1  3.7 99.00 99.00 99.00 999 1020.6   9.9  10.2 999.0 99.0 99.00
2004 11 23 22 999  2.7  3.5 99.00 99.00 99.00 999 1020.6   9.9  10.4 999.0 99.0 99.00
2004 11 23 23 999  3.1  3.9 99.00 99.00 99.00 999 1020.9  10.0  10.3 999.0 99.0 99.00
2004 11 24 00 999  2.7  5.3 99.00 99.00 99.00 999 1021.5  10.0  10.3 999.0 99.0 99.00
2004 11 24 01 999  2.2  3.4 99.00 99.00 99.00 999 1021.9  10.0  10.3 999.0 99.0 99.00
